Species
Rhea_pennata
Casuarius_casuarius
Casuarius_bennetti
Dromaius_novaehollandiae
Apteryx_australis
Apteryx_owenii
Apteryx_haastii
Tinamus_tao
Tinamus_solitarius
Tinamus_osgoodi
Tinamus_major
Tinamus_guttatus
Nothocercus_bonapartei
Nothocercus_julius
Nothocercus_nigrocapillus
Crypturellus_berlepschi
Crypturellus_cinereus
Crypturellus_soui
Crypturellus_ptaritepui
Crypturellus_obsoletus
Crypturellus_cinnamomeus
Crypturellus_undulatus
Crypturellus_transfasciatus
Crypturellus_strigulosus
Crypturellus_boucardi
Crypturellus_kerriae
Crypturellus_erythropus
Crypturellus_duidae
Crypturellus_noctivagus
Crypturellus_atrocapillus
Crypturellus_variegatus
Crypturellus_brevirostris
Crypturellus_bartletti
Crypturellus_parvirostris
Crypturellus_casiquiare
Crypturellus_tataupa
Rhynchotus_rufescens
Nothoprocta_taczanowskii
Nothoprocta_ornata
Nothoprocta_pentlandii
Nothoprocta_cinerascens
Nothoprocta_perdicaria
Nothoprocta_curvirostris
Nothura_darwinii
Nothura_chacoensis
Nothura_maculosa
Nothura_minor
Nothura_boraquira
Taoniscus_nanus
Eudromia_elegans
Eudromia_formosa
Tinamotis_pentlandii
Tinamotis_ingoufi
Ortalis_vetula
Ortalis_cinereiceps
Ortalis_garrula
Ortalis_ruficauda
Ortalis_erythroptera
Ortalis_wagleri
Ortalis_poliocephala
Ortalis_canicollis
Ortalis_leucogastra
Ortalis_guttata
Ortalis_motmot
Ortalis_superciliaris
Penelope_argyrotis
Penelope_barbata
Penelope_ortoni
Penelope_montagnii
Penelope_marail
Penelope_superciliaris
Penelope_dabbenei
Penelope_purpurascens
Penelope_perspicax
Penelope_albipennis
Penelope_jacquacu
Penelope_obscura
Penelope_pileata
Penelope_ochrogaster
Penelope_jacucaca
Pipile_pipile
Pipile_cumanensis
Pipile_cujubi
Pipile_jacutinga
Aburria_aburri
Chamaepetes_unicolor
Chamaepetes_goudotii
Penelopina_nigra
Oreophasis_derbianus
Nothocrax_urumutum
Mitu_tomentosum
Mitu_salvini
Mitu_tuberosum
Mitu_mitu
Pauxi_pauxi
Pauxi_unicornis
Crax_rubra
Crax_alberti
Crax_daubentoni
Crax_alector
Crax_globulosa
Crax_fasciolata
Crax_blumenbachii
Alectura_lathami
Aepypodius_arfakianus
Aepypodius_bruijnii
Talegalla_cuvieri
Talegalla_fuscirostris
Talegalla_jobiensis
Macrocephalon_maleo
Megapodius_nicobariensis
Megapodius_cumingii
Megapodius_bernsteinii
Megapodius_reinwardt
Megapodius_freycinet
Megapodius_affinis
Megapodius_eremita
Megapodius_layardi
Megapodius_laperouse
Megapodius_pritchardii
Eulipoa_wallacei
Leipoa_ocellata
Lerwa_lerwa
Ammoperdix_griseogularis
Ammoperdix_heyi
Tetraogallus_caucasicus
Tetraogallus_caspius
Tetraogallus_tibetanus
Tetraogallus_altaicus
Tetraogallus_himalayensis
Tetraophasis_obscurus
Tetraophasis_szechenyii
Alectoris_barbara
Alectoris_melanocephala
Alectoris_chukar
Alectoris_philbyi
Alectoris_magna
Alectoris_graeca
Alectoris_rufa
Francolinus_francolinus
Francolinus_pictus
Francolinus_pintadeanus
Francolinus_pondicerianus
Francolinus_gularis
Francolinus_coqui
Francolinus_albogularis
Francolinus_schlegelii
Francolinus_lathami
Francolinus_sephaena
Francolinus_streptophorus
Francolinus_finschi
Francolinus_africanus
Francolinus_levaillantii
Francolinus_psilolaemus
Francolinus_shelleyi
Francolinus_levaillantoides
Francolinus_nahani
Francolinus_hartlaubi
Francolinus_bicalcaratus
Francolinus_clappertoni
Francolinus_icterorhynchus
Francolinus_harwoodi
Francolinus_adspersus
Francolinus_capensis
Francolinus_hildebrandti
Francolinus_natalensis
Francolinus_ahantensis
Francolinus_squamatus
Francolinus_griseostriatus
Francolinus_leucoscepus
Francolinus_rufopictus
Francolinus_afer
Francolinus_swainsonii
Francolinus_erckelii
Francolinus_ochropectus
Francolinus_castaneicollis
Francolinus_nobilis
Francolinus_jacksoni
Francolinus_camerunensis
Francolinus_swierstrai
Perdix_perdix
Perdix_dauurica
Perdix_hodgsoniae
Rhizothera_longirostris
Margaroperdix_madagascariensis
Melanoperdix_niger
Coturnix_coturnix
Coturnix_japonica
Coturnix_pectoralis
Coturnix_coromandelica
Coturnix_delegorguei
Coturnix_ypsilophora
Coturnix_chinensis
Anurophasis_monorthonyx
Perdicula_asiatica
Perdicula_argoondah
Perdicula_erythrorhyncha
Perdicula_manipurensis
Xenoperdix_udzungwensis
Arborophila_torqueola
Arborophila_rufogularis
Arborophila_atrogularis
Arborophila_crudigularis
Arborophila_mandellii
Arborophila_brunneopectus
Arborophila_rufipectus
Arborophila_orientalis
Arborophila_javanica
Arborophila_hyperythra
Arborophila_gingica
Arborophila_davidi
Arborophila_cambodiana
Arborophila_rubrirostris
Arborophila_ardens
Arborophila_chloropus
Arborophila_charltonii
Caloperdix_oculeus
Haematortyx_sanguiniceps
Rollulus_rouloul
Ptilopachus_petrosus
Bambusicola_fytchii
Bambusicola_thoracicus
Galloperdix_spadicea
Galloperdix_lunulata
Galloperdix_bicalcarata
Ithaginis_cruentus
Tragopan_melanocephalus
Tragopan_satyra
Tragopan_blythii
Tragopan_temminckii
Tragopan_caboti
Pucrasia_macrolopha
Lophophorus_impejanus
Lophophorus_sclateri
Lophophorus_lhuysii
Gallus_gallus
Gallus_sonneratii
Gallus_lafayetii
Gallus_varius
Lophura_leucomelanos
Lophura_nycthemera
Lophura_edwardsi
Lophura_swinhoii
Lophura_inornata
Lophura_erythrophthalma
Lophura_ignita
Lophura_diardi
Lophura_bulweri
Crossoptilon_crossoptilon
Crossoptilon_mantchuricum
Crossoptilon_auritum
Catreus_wallichi
Syrmaticus_ellioti
Syrmaticus_humiae
Syrmaticus_mikado
Syrmaticus_soemmerringii
Syrmaticus_reevesii
Phasianus_colchicus
Chrysolophus_pictus
Chrysolophus_amherstiae
Polyplectron_chalcurum
Polyplectron_inopinatum
Polyplectron_germaini
Polyplectron_bicalcaratum
Polyplectron_malacense
Polyplectron_schleiermacheri
Polyplectron_napoleonis
Rheinardia_ocellata
Argusianus_argus
Afropavo_congensis
Pavo_cristatus
Pavo_muticus
Dendragapus_falcipennis
Dendragapus_canadensis
Dendragapus_obscurus
Lagopus_lagopus
Lagopus_muta
Lagopus_leucura
Tetrao_tetrix
Tetrao_mlokosiewiczi
Tetrao_urogallus
Tetrao_parvirostris
Bonasa_bonasia
Bonasa_sewerzowi
Bonasa_umbellus
Centrocercus_urophasianus
Tympanuchus_phasianellus
Tympanuchus_cupido
Tympanuchus_pallidicinctus
Meleagris_gallopavo
Meleagris_ocellata
Agelastes_meleagrides
Agelastes_niger
Numida_meleagris
Guttera_plumifera
Guttera_pucherani
Acryllium_vulturinum
Dendrortyx_barbatus
Dendrortyx_macroura
Dendrortyx_leucophrys
Oreortyx_pictus
Callipepla_squamata
Callipepla_douglasii
Callipepla_californica
Callipepla_gambelii
Philortyx_fasciatus
Colinus_virginianus
Colinus_nigrogularis
Colinus_cristatus
Odontophorus_gujanensis
Odontophorus_capueira
Odontophorus_melanotis
Odontophorus_erythrops
Odontophorus_atrifrons
Odontophorus_hyperythrus
Odontophorus_melanonotus
Odontophorus_speciosus
Odontophorus_dialeucos
Odontophorus_strophium
Odontophorus_columbianus
Odontophorus_leucolaemus
Odontophorus_balliviani
Odontophorus_stellatus
Odontophorus_guttatus
Dactylortyx_thoracicus
Cyrtonyx_montezumae
Cyrtonyx_ocellatus
Rhynchortyx_cinctus
Anhima_cornuta
Chauna_chavaria
Chauna_torquata
Anseranas_semipalmata
Dendrocygna_guttata
Dendrocygna_eytoni
Dendrocygna_bicolor
Dendrocygna_arcuata
Dendrocygna_javanica
Dendrocygna_viduata
Dendrocygna_arborea
Dendrocygna_autumnalis
Thalassornis_leuconotus
Nomonyx_dominicus
Oxyura_jamaicensis
Oxyura_leucocephala
Oxyura_maccoa
Oxyura_vittata
Oxyura_australis
Biziura_lobata
Heteronetta_atricapilla
Stictonetta_naevosa
Cygnus_olor
Cygnus_atratus
Cygnus_melancoryphus
Cygnus_cygnus
Cygnus_buccinator
Cygnus_columbianus
Coscoroba_coscoroba
Anser_cygnoides
Anser_brachyrhynchus
Anser_fabalis
Anser_albifrons
Anser_erythropus
Anser_anser
Anser_indicus
Chen_caerulescens
Chen_rossii
Chen_canagica
Branta_sandvicensis
Branta_canadensis
Branta_leucopsis
Branta_bernicla
Branta_ruficollis
Cereopsis_novaehollandiae
Plectropterus_gambensis
Sarkidiornis_melanotos
Tadorna_ferruginea
Tadorna_cana
Tadorna_tadornoides
Tadorna_variegata
Tadorna_tadorna
Tadorna_radjah
Malacorhynchus_membranaceus
Alopochen_aegyptiaca
Neochen_jubata
Chloephaga_melanoptera
Chloephaga_picta
Chloephaga_hybrida
Chloephaga_poliocephala
Chloephaga_rubidiceps
Cyanochen_cyanoptera
Hymenolaimus_malacorhynchos
Merganetta_armata
Tachyeres_pteneres
Tachyeres_leucocephalus
Tachyeres_brachypterus
Tachyeres_patachonicus
Pteronetta_hartlaubii
Cairina_moschata
Cairina_scutulata
Aix_sponsa
Aix_galericulata
Lophonetta_specularioides
Nettapus_pulchellus
Nettapus_coromandelianus
Nettapus_auritus
Callonetta_leucophrys
Chenonetta_jubata
Amazonetta_brasiliensis
Salvadorina_waigiuensis
Speculanas_specularis
Anas_capensis
Anas_strepera
Anas_falcata
Anas_penelope
Anas_americana
Anas_sibilatrix
Anas_sparsa
Anas_rubripes
Anas_platyrhynchos
Anas_poecilorhyncha
Anas_superciliosa
Anas_luzonica
Anas_undulata
Anas_melleri
Anas_discors
Anas_cyanoptera
Anas_smithii
Anas_platalea
Anas_rhynchotis
Anas_clypeata
Anas_bernieri
Anas_gibberifrons
Anas_castanea
Anas_aucklandica
Anas_bahamensis
Anas_erythrorhyncha
Anas_flavirostris
Anas_acuta
Anas_georgica
Anas_querquedula
Anas_formosa
Anas_crecca
Anas_versicolor
Anas_hottentota
Marmaronetta_angustirostris
Netta_rufina
Netta_peposaca
Netta_erythrophthalma
Aythya_ferina
Aythya_valisineria
Aythya_americana
Aythya_collaris
Aythya_nyroca
Aythya_innotata
Aythya_baeri
Aythya_australis
Aythya_fuligula
Aythya_novaeseelandiae
Aythya_marila
Aythya_affinis
Somateria_mollissima
Somateria_spectabilis
Somateria_fischeri
Polysticta_stelleri
Histrionicus_histrionicus
Clangula_hyemalis
Melanitta_nigra
Melanitta_perspicillata
Melanitta_fusca
Bucephala_clangula
Bucephala_islandica
Bucephala_albeola
Mergellus_albellus
Lophodytes_cucullatus
Mergus_octosetaceus
Mergus_serrator
Mergus_squamatus
Mergus_merganser
Turnix_sylvaticus
Turnix_maculosus
Turnix_hottentottus
Turnix_tanki
Turnix_ocellatus
Turnix_suscitator
Turnix_nigricollis
Turnix_melanogaster
Turnix_castanotus
Turnix_olivii
Turnix_varius
Turnix_worcesteri
Turnix_everetti
Turnix_pyrrhothorax
Turnix_velox
Ortyxelos_meiffrenii
Indicator_maculatus
Indicator_variegatus
Indicator_indicator
Indicator_archipelagicus
Indicator_minor
Indicator_conirostris
Indicator_willcocksi
Indicator_exilis
Indicator_pumilio
Indicator_meliphilus
Indicator_xanthonotus
Melichneutes_robustus
Melignomon_eisentrauti
Melignomon_zenkeri
Prodotiscus_insignis
Prodotiscus_zambesiae
Prodotiscus_regulus
Jynx_torquilla
Jynx_ruficollis
Picumnus_innominatus
Picumnus_aurifrons
Picumnus_pumilus
Picumnus_lafresnayi
Picumnus_exilis
Picumnus_fuscus
Picumnus_sclateri
Picumnus_squamulatus
Picumnus_spilogaster
Picumnus_minutissimus
Picumnus_pygmaeus
Picumnus_steindachneri
Picumnus_varzeae
Picumnus_dorbignyanus
Picumnus_temminckii
